participant_id;session_id;team_name;sport;question_key;response_text;code_1;;;Table 1: Code_1 Occurrences;;;Table 2: Code_1 Occurrences by Question Key;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T1_A01;T1;Uppsala Sirius U15;Football;Q1_Athlete;I think it would be good. Yeah, great.;positive_acceptance;;;Code (20);Count;;Code;Q1_Athlete;Q2_Athlete;Q3_Athlete;Q4_Athlete;Q5_Athlete;Q6_Athlete;Q7_Athlete;Q8_Athlete;Q9_Athlete;Q10_Athlete;Q11_Athlete;Q12_Athlete;Q13_Athlete;Athlete Total;Q1_Coach;Q2_Coach;Q3_Coach;Q4_Coach;Q5_Coach;Q6_Coach;Q7_Coach;Q8_Coach;Q9_Coach;Q10_Coach;Q11_Coach;Q12_Coach;Q13_Coach;Q14_Coach;Q15_Coach;Q16_Coach;Coach Total;Grand Total
C7;T7;Uppsala IF U18;Football;Q1_Coach;Schools that Takes a lot of time and maybe the interest for them that other interest around I mean that they are these kids are Turning 18 now, so it means that they they get other stuff around the party and all of that so that that is a lot of things that they they might don't feel that they Will have 100% effort into the for the sport;no_inclusion_retention;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C7;T7;Uppsala IF U18;Football;Q2_Coach;Really Depends on the each player.I mean so some families have a lot of money Because Here they the kids get everything from from from the parents Some of them might need to do some Some Work themselves to get the equipment, but nowadays I mean many things could be that they actually could find less pro equipment, but for better money Depending on the kids;cost_access_barrier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C7;T7;Uppsala IF U18;Football;Q3_Coach;Of course, it's making everyone Participate and part of the training and have their own decisions to feel that they are able to do their own decisions in training and of course the coaches need to decide what is good, but Take their I think that they feel that they are part of the training;"social_comfort_broad; positive_acceptance; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C7;T7;Uppsala IF U18;Football;Q4_Coach;It's definitely the shoes, but maybe they are not outgrowing them. They are Wearing them today, it's not usable to work anymore with them so Some of them might outgrow But I think most of the players here have the feet that they will have that when they are adult as well if you see the size of And of course in younger ages, I mean if you look at these players they have the shin pads that they had I guess that they have smaller shin pads than and then the kids that are seven or eight Oh, they like to have small small shin pads So more or less they never outgrow them of course clothes, but in this club. It's part of the The Training So it's most shoes;equipment_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C7;T7;Uppsala IF U18;Football;Q5_Coach;Both yes and no, but but in many clubs here in Uppsala at least Depending on where they are If they are bigger older club They could help with some financial aid help for memberships and stuff like that and maybe from shoes on and so on So I hope hopefully none none have ever stopped Because of that, but it can be some embarrassing things that they don't want to really talk about it and of course when it's New season new time and all the parents asked if they need shoes and they feel that oh should I buy shoes for one? 1500 Swedish Krona or 2000 Swedish Krona or 200 euros And I'm really not sure if that's good for the family And if I don't really want to continue it could be a barrier for them to make the decision;"cost_access_barrier; social_comfort_broad; positive_circulation_response; community_support; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C7;T7;Uppsala IF U18;Football;Q6_Coach;Yes;positive_acceptance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C7;T7;Uppsala IF U18;Football;Q7_Coach;I think it could be good.I mean the the well-being part is I mean Could be something that we think about that. It's good But in the real end the kids and the players they should be the ones that Send the signals how they feel and it could be easier for us to track;"app_preference; community_support";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C7;T7;Uppsala IF U18;Football;Q8_Coach;I think it could be good Not really think about it if it will be any pressure for them, but in the short thinking of it I think it's gonna be good. I mean many clubs and They have their own Backpacks for for the club.So it's not that they should share to another club, but It could be stuff;"social_comfort_broad; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C7;T7;Uppsala IF U18;Football;Q9_Coach;Generally I'm not sure actually But but but it could I mean Maybe the best thing for us is if we could track the well-being If that means that they are doing that and continue doing that because of the get the rewards And then it's good;"motivation_reward; skeptical_response; app_preference";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C7;T7;Uppsala IF U18;Football;Q10_Coach;No;negative_response;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C7;T7;Uppsala IF U18;Football;Q11_Coach;Yeah, yeah, I would say it's not no problem between them between them I mean In all teams, I mean that there are different Gangs in team but people in groups and different groups so I mean between them there's no problem and Bridging all between different groups;"trust_safety; social_comfort_team";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C7;T7;Uppsala IF U18;Football;Q12_Coach;Maybe in an app but in this group right now if I see that day they could be like, okay I don't need this shoes or shin pads. Do you want to to borrow them Buy them from me that could be one thing that they they have outgrown them or they don't like them and So it could be that someone else buys them because of that But they don't generally go out to other teams in in the same club or Of course, of course if they have other they have other friends around in other clubs This could be the same so I think it's more like a friend to friend;"social_comfort_broad; positive_circulation_response; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C7;T7;Uppsala IF U18;Football;Q13_Coach;I think it could be good.I mean what one problem like I said if they are from Uppsala IF It will only be Uppsala IF that should have The clothes and backpacks but If they are outgrown shin pads things like that No problem. It could be good. So equipments without any logos or something like that could be used here.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C7;T7;Uppsala IF U18;Football;Q14_Coach;If it's photos and stuff like that, then it's no problem I mean and if it's up to the seller to to not be anonymous that then then of course It could be Okay These guys(giver) has delivered 15 stuff last couple of weeks then and everyone (track record);"trust_safety; practical_system; positive_acceptance; scam_risk";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C7;T7;Uppsala IF U18;Football;Q15_Coach;Maybe maybe maybe definitely in other countries or different parts of Sweden as well Definitely. I mean the last thing that would is people to stop playing Sport because of they don't have the equipment that's needed or they have outgrown it or they need to run with Two small shoes and stuff like that. So so of course, it's It's no negative around it.And of course might need some extra work to Sort it;"positive_acceptance; inclusion_retention";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C7;T7;Uppsala IF U18;Football;Q16_Coach;I Think it's already good;"app_preference; practical_system";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C8;T8;Rasbo IP U16;Football;Q1_Coach;Some other interests. Motorcycle. When they grow up. They got 16 years. And girls. Distraction;no_inclusion_retention;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C8;T8;Rasbo IP U16;Football;Q2_Coach;For some, but not so;"cost_access_barrier; inclusion_retention";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C8;T8;Rasbo IP U16;Football;Q3_Coach;Their friends;"social_comfort_team; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C8;T8;Rasbo IP U16;Football;Q4_Coach;Shoes. They replace the most;equipment_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C8;T8;Rasbo IP U16;Football;Q5_Coach;Yes. One. In this team. The shin guards. Then we collect it and give him .We don't want it to be a reason. We want them to have fun.;"positive_circulation_response; social_comfort_team; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C8;T8;Rasbo IP U16;Football;Q6_Coach;No. Not the children.Often the parents. Who come with them. And put it in the. Club office;community_support;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C8;T8;Rasbo IP U16;Football;Q7_Coach;Sounds good.;positive_acceptance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C8;T8;Rasbo IP U16;Football;Q8_Coach;It becomes like a game. That's good. They like to play games with their phones. That motivates them.;"motivation_reward; app_preference; positive_acceptance";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C8;T8;Rasbo IP U16;Football;Q9_Coach;Perhaps if they are competing. Against each other. I have 10 tokens. You have only 5. That could be a reason. Or the stuff;"motivation_reward; competition_pressure";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C8;T8;Rasbo IP U16;Football;Q10_Coach;They don't care. They keep playing football;motivation_reward;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C8;T8;Rasbo IP U16;Football;Q11_Coach;yes;positive_acceptance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C8;T8;Rasbo IP U16;Football;Q12_Coach;yeah;positive_acceptance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C8;T8;Rasbo IP U16;Football;Q13_Coach;It's good;"app_preference; positive_circulation_response";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C8;T8;Rasbo IP U16;Football;Q14_Coach;If it's bad stuff. Bad quality.;hygiene_quality_concern;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C8;T8;Rasbo IP U16;Football;Q15_Coach;I think yes;"inclusion_retention; community_support";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C8;T8;Rasbo IP U16;Football;Q16_Coach;Perhaps. Someone has to start. And then it goes. To another. If it doesn't start. Then it's gone. The initiation to start. That's the mission.;"app_preference; practical_system";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
